timestamp,temperature,humidity,pm2_5,co2
2025-02-11 00:49:10,24.8,45.49,3.8,400.0
2025-02-11 00:50:10,24.8,45.49,4.3,400.0
2025-02-11 00:51:10,24.8,45.5,4.2,400.0
2025-02-11 00:52:10,24.8,45.5,4.2,400.0
2025-02-11 00:53:10,24.8,45.51,4.2,400.0
2025-02-11 00:54:10,24.8,45.51,4.5,400.0
2025-02-11 00:55:10,24.8,45.49,3.9,400.0
2025-02-11 00:56:10,24.795,45.52,3.7,400.0
2025-02-11 00:57:10,24.795,45.53,3.9,400.0
2025-02-11 00:58:10,24.795,45.53,4.1,400.0
2025-02-11 00:59:10,24.795,45.54,4.2,400.0
2025-02-11 01:00:10,24.795,45.55,4.4,400.0
2025-02-11 01:01:10,24.795,45.55,4.3,400.0
2025-02-11 01:02:10,24.8,45.55,4.5,400.0
2025-02-11 01:03:10,24.8,45.56,4.6,400.0
2025-02-11 01:04:10,24.8,45.54,4.3,400.0
2025-02-11 01:05:10,24.8,45.53,3.7,400.0
2025-02-11 01:06:10,24.8,45.54,3.4,400.0
2025-02-11 01:07:41,24.8,45.53,4.1,400.0
2025-02-11 01:08:41,24.8,45.52,4.2,400.0
2025-02-11 01:09:41,24.8,45.54,4.3,400.0
2025-02-11 01:10:41,24.8,45.57,4.2,400.0
2025-02-11 01:11:41,24.8,45.56,4.1,400.0
2025-02-11 01:12:41,24.8,45.57,4.3,400.0
2025-02-11 01:13:41,24.8,45.57,3.6,400.0
2025-02-11 01:14:41,24.8,45.58,3.9,400.0
2025-02-11 01:15:41,24.795,45.57,4.0,400.0
2025-02-11 01:16:41,24.795,45.55,4.2,400.0
2025-02-11 01:17:41,24.795,45.57,4.0,400.0
2025-02-11 01:18:41,24.795,45.57,4.2,400.0
2025-02-11 01:19:41,24.795,45.55,4.0,400.0
2025-02-11 01:20:41,24.795,45.57,4.2,400.0
2025-02-11 01:21:41,24.795,45.56,3.7,400.0
2025-02-11 01:22:34,24.795,45.54,4.3,400.0
2025-02-11 01:23:34,24.795,45.58,4.1,400.0
2025-02-11 01:24:34,24.795,45.58,4.2,400.0
2025-02-11 01:25:34,24.8,45.59,4.2,400.0
2025-02-11 01:26:34,24.8,45.6,3.9,400.0
2025-02-11 01:27:34,24.8,45.57,4.0,400.0
2025-02-11 01:28:34,24.8,45.59,4.6,400.0
2025-02-11 01:29:34,24.8,45.58,4.1,400.0
2025-02-11 01:30:34,24.8,45.59,3.6,400.0
2025-02-11 01:31:34,24.8,45.56,3.8,400.0
2025-02-11 01:32:34,24.8,45.55,4.1,400.0
2025-02-11 01:33:34,24.8,45.54,3.8,400.0
2025-02-11 01:34:34,24.8,45.57,4.4,400.0
2025-02-11 01:35:34,24.8,45.58,4.1,400.0
2025-02-11 01:36:34,24.8,45.57,4.9,400.0
2025-02-11 01:37:59,24.8,45.58,4.1,400.0
2025-02-11 01:38:59,24.8,45.6,4.7,400.0
2025-02-11 01:39:59,24.805,45.57,4.3,400.0
2025-02-11 01:40:59,24.805,45.54,4.1,400.0
2025-02-11 01:41:59,24.805,45.57,4.3,400.0
2025-02-11 01:42:59,24.805,45.56,3.9,400.0
2025-02-11 01:43:59,24.805,45.57,4.2,400.0
2025-02-11 01:44:59,24.805,45.56,4.1,400.0
2025-02-11 01:45:59,24.805,45.58,4.4,400.0
2025-02-11 01:46:59,24.81,45.57,4.6,400.0
2025-02-11 01:47:59,24.81,45.56,3.9,400.0
2025-02-11 01:48:59,24.81,45.57,4.2,400.0
2025-02-11 01:49:59,24.81,45.53,4.0,400.0
2025-02-11 01:50:59,24.81,45.54,4.1,400.0
2025-02-11 01:51:59,24.81,45.52,4.3,400.0
2025-02-11 01:53:13,24.81,45.54,4.2,400.0
2025-02-11 01:54:13,24.81,45.52,3.6,400.0
2025-02-11 01:55:13,24.81,45.53,4.4,400.0
2025-02-11 01:56:13,24.81,45.56,4.6,400.0
2025-02-11 01:57:13,24.81,45.56,4.2,400.0
2025-02-11 01:58:13,24.81,45.55,4.1,400.0
2025-02-11 01:59:13,24.81,45.56,4.5,400.0
2025-02-11 02:00:13,24.81,45.54,4.7,400.0
2025-02-11 02:01:13,24.81,45.53,4.8,400.0
2025-02-11 02:02:13,24.81,45.54,4.4,400.0
